timestamp,user_id,variant,movie_id,rating,metadata
2026-01-10T08:59:49.062085,control_user_2,control,103,,
2026-01-10T08:34:49.062094,control_user_2,control,95,,
2026-01-14T01:49:49.062121,control_user_3,control,119,,
2026-01-11T07:42:49.062151,control_user_4,control,21,,
2026-01-13T21:33:49.062158,control_user_4,control,7,,
2026-01-11T02:45:49.062189,control_user_5,control,53,,
2026-01-09T02:31:49.062203,control_user_6,control,95,,
2026-01-09T05:24:49.062216,control_user_6,control,97,,
2026-01-08T17:01:49.062270,control_user_9,control,23,,
2026-01-12T15:36:49.062299,control_user_10,control,40,,
2026-01-08T13:57:49.062307,control_user_10,control,54,,
2026-01-10T03:00:49.062315,control_user_11,control,6,,
2026-01-10T10:00:49.062328,control_user_11,control,18,,
2026-01-07T20:23:49.062352,control_user_12,control,84,,
2026-01-14T22:23:49.062365,control_user_12,control,41,,
2026-01-14T13:35:49.062448,control_user_15,control,81,,
2026-01-07T06:23:49.062455,control_user_15,control,90,,
2026-01-11T19:10:49.062474,control_user_16,control,84,,
2026-01-08T19:48:49.062492,control_user_16,control,71,,
2026-01-13T01:19:49.062505,control_user_17,control,45,,
2026-01-08T19:15:49.062518,control_user_18,control,93,,
2026-01-08T07:49:49.062531,control_user_18,control,77,,
2026-01-09T20:38:49.062566,control_user_20,control,117,,
2026-01-11T08:18:49.062578,control_user_20,control,93,,
2026-01-13T04:14:49.062608,control_user_21,control,117,,
2026-01-09T22:03:49.062632,control_user_22,control,88,,
2026-01-14T23:19:49.062644,control_user_22,control,38,,
2026-01-09T15:23:49.062652,control_user_22,control,36,,
2026-01-09T01:26:49.062660,control_user_23,control,30,,
2026-01-08T04:08:49.062688,control_user_24,control,18,,
2026-01-09T16:56:49.062702,control_user_25,control,74,,
2026-01-09T04:08:49.062775,control_user_27,control,20,,
2026-01-11T21:58:49.062811,control_user_29,control,34,,
2026-01-11T06:29:49.062823,control_user_29,control,112,,
2026-01-11T08:51:49.062837,control_user_30,control,39,,
2026-01-11T18:36:49.062883,control_user_32,control,107,,
2026-01-11T02:06:49.062919,control_user_33,control,9,,
2026-01-09T16:46:49.062977,control_user_36,control,27,,
2026-01-12T20:23:49.063129,control_user_37,control,38,,
